index,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
338,1877-03-01,27.607,1.386,Abidjan,Côte D'Ivoire,5.63N,3.23W
339,1877-04-01,26.978,0.991,Abidjan,Côte D'Ivoire,5.63N,3.23W
340,1877-05-01,26.21,0.769,Abidjan,Côte D'Ivoire,5.63N,3.23W
341,1877-06-01,25.217,1.513,Abidjan,Côte D'Ivoire,5.63N,3.23W
342,1877-07-01,24.578000000000003,0.7929999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
343,1877-08-01,24.14,0.916,Abidjan,Côte D'Ivoire,5.63N,3.23W
344,1877-09-01,24.569000000000003,0.747,Abidjan,Côte D'Ivoire,5.63N,3.23W
345,1877-10-01,25.363000000000003,0.858,Abidjan,Côte D'Ivoire,5.63N,3.23W
346,1877-11-01,26.413,0.938,Abidjan,Côte D'Ivoire,5.63N,3.23W
347,1877-12-01,26.313,2.066,Abidjan,Côte D'Ivoire,5.63N,3.23W
348,1878-01-01,26.433000000000003,1.293,Abidjan,Côte D'Ivoire,5.63N,3.23W
349,1878-02-01,27.785,1.404,Abidjan,Côte D'Ivoire,5.63N,3.23W
350,1878-03-01,28.674,1.693,Abidjan,Côte D'Ivoire,5.63N,3.23W
351,1878-04-01,27.558000000000003,1.388,Abidjan,Côte D'Ivoire,5.63N,3.23W
352,1878-05-01,26.078000000000003,0.841,Abidjan,Côte D'Ivoire,5.63N,3.23W
353,1878-06-01,25.087,2.164,Abidjan,Côte D'Ivoire,5.63N,3.23W
354,1878-07-01,23.668000000000006,2.186,Abidjan,Côte D'Ivoire,5.63N,3.23W
355,1878-08-01,23.475,1.602,Abidjan,Côte D'Ivoire,5.63N,3.23W
356,1878-09-01,24.348000000000003,0.787,Abidjan,Côte D'Ivoire,5.63N,3.23W
357,1878-10-01,25.398000000000003,0.736,Abidjan,Côte D'Ivoire,5.63N,3.23W
358,1878-11-01,26.207,1.225,Abidjan,Côte D'Ivoire,5.63N,3.23W
359,1878-12-01,25.781,1.177,Abidjan,Côte D'Ivoire,5.63N,3.23W
360,1879-01-01,25.803,1.4169999999999998,Abidjan,Côte D'Ivoire,5.63N,3.23W
361,1879-02-01,27.402,0.978,Abidjan,Côte D'Ivoire,5.63N,3.23W
362,1879-03-01,27.148000000000003,1.129,Abidjan,Côte D'Ivoire,5.63N,3.23W
363,1879-04-01,26.662,1.182,Abidjan,Côte D'Ivoire,5.63N,3.23W
364,1879-05-01,25.592,1.319,Abidjan,Côte D'Ivoire,5.63N,3.23W
365,1879-06-01,25.147,0.919,Abidjan,Côte D'Ivoire,5.63N,3.23W
366,1879-07-01,23.265,1.804,Abidjan,Côte D'Ivoire,5.63N,3.23W
367,1879-08-01,22.912,1.3159999999999998,Abidjan,Côte D'Ivoire,5.63N,3.23W
368,1879-09-01,23.926,0.847,Abidjan,Côte D'Ivoire,5.63N,3.23W
369,1879-10-01,25.197,0.985,Abidjan,Côte D'Ivoire,5.63N,3.23W
370,1879-11-01,25.897,0.885,Abidjan,Côte D'Ivoire,5.63N,3.23W
371,1879-12-01,25.657,1.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
372,1880-01-01,26.109,1.095,Abidjan,Côte D'Ivoire,5.63N,3.23W
373,1880-02-01,26.922,1.249,Abidjan,Côte D'Ivoire,5.63N,3.23W
374,1880-03-01,27.514,1.204,Abidjan,Côte D'Ivoire,5.63N,3.23W
375,1880-04-01,26.65,0.955,Abidjan,Côte D'Ivoire,5.63N,3.23W
376,1880-05-01,26.566,1.262,Abidjan,Côte D'Ivoire,5.63N,3.23W
377,1880-06-01,25.232,1.027,Abidjan,Côte D'Ivoire,5.63N,3.23W
378,1880-07-01,24.614,1.069,Abidjan,Côte D'Ivoire,5.63N,3.23W
379,1880-08-01,24.542,1.534,Abidjan,Côte D'Ivoire,5.63N,3.23W
380,1880-09-01,24.199,0.91,Abidjan,Côte D'Ivoire,5.63N,3.23W
381,1880-10-01,25.99,1.975,Abidjan,Côte D'Ivoire,5.63N,3.23W
382,1880-11-01,26.607,1.7380000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
383,1880-12-01,26.54,1.491,Abidjan,Côte D'Ivoire,5.63N,3.23W
384,1881-01-01,27.011000000000006,1.329,Abidjan,Côte D'Ivoire,5.63N,3.23W
385,1881-02-01,27.696,1.372,Abidjan,Côte D'Ivoire,5.63N,3.23W
386,1881-03-01,28.409,1.352,Abidjan,Côte D'Ivoire,5.63N,3.23W
387,1881-04-01,27.49,0.826,Abidjan,Côte D'Ivoire,5.63N,3.23W
388,1881-05-01,26.838,1.222,Abidjan,Côte D'Ivoire,5.63N,3.23W
389,1881-06-01,24.682,1.063,Abidjan,Côte D'Ivoire,5.63N,3.23W
390,1881-07-01,24.824,1.475,Abidjan,Côte D'Ivoire,5.63N,3.23W
391,1881-08-01,23.629,1.241,Abidjan,Côte D'Ivoire,5.63N,3.23W
392,1881-09-01,24.505,0.848,Abidjan,Côte D'Ivoire,5.63N,3.23W
393,1881-10-01,25.367,0.866,Abidjan,Côte D'Ivoire,5.63N,3.23W
394,1881-11-01,26.118,1.231,Abidjan,Côte D'Ivoire,5.63N,3.23W
395,1881-12-01,26.311,1.253,Abidjan,Côte D'Ivoire,5.63N,3.23W
396,1882-01-01,26.757,1.233,Abidjan,Côte D'Ivoire,5.63N,3.23W
397,1882-02-01,27.574,0.95,Abidjan,Côte D'Ivoire,5.63N,3.23W
398,1882-03-01,27.998,1.058,Abidjan,Côte D'Ivoire,5.63N,3.23W
399,1882-04-01,26.718000000000004,0.887,Abidjan,Côte D'Ivoire,5.63N,3.23W
400,1882-05-01,26.081,0.8590000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
401,1882-06-01,24.394,1.099,Abidjan,Côte D'Ivoire,5.63N,3.23W
402,1882-07-01,24.01,0.8859999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
403,1882-08-01,23.59,0.909,Abidjan,Côte D'Ivoire,5.63N,3.23W
404,1882-09-01,24.263,0.8029999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
405,1882-10-01,25.264,1.036,Abidjan,Côte D'Ivoire,5.63N,3.23W
406,1882-11-01,25.836,1.031,Abidjan,Côte D'Ivoire,5.63N,3.23W
407,1882-12-01,25.761,1.665,Abidjan,Côte D'Ivoire,5.63N,3.23W
408,1883-01-01,26.031,1.304,Abidjan,Côte D'Ivoire,5.63N,3.23W
409,1883-02-01,26.628,1.341,Abidjan,Côte D'Ivoire,5.63N,3.23W
410,1883-03-01,27.628,1.009,Abidjan,Côte D'Ivoire,5.63N,3.23W
411,1883-04-01,27.757,1.785,Abidjan,Côte D'Ivoire,5.63N,3.23W
412,1883-05-01,26.063,0.8190000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
413,1883-06-01,25.406,0.79,Abidjan,Côte D'Ivoire,5.63N,3.23W
414,1883-07-01,25.268,2.059,Abidjan,Côte D'Ivoire,5.63N,3.23W
415,1883-08-01,25.043000000000003,2.99,Abidjan,Côte D'Ivoire,5.63N,3.23W
416,1883-09-01,25.391,2.8480000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
417,1883-10-01,25.717,1.145,Abidjan,Côte D'Ivoire,5.63N,3.23W
418,1883-11-01,26.579,2.567,Abidjan,Côte D'Ivoire,5.63N,3.23W
419,1883-12-01,26.065,1.252,Abidjan,Côte D'Ivoire,5.63N,3.23W
420,1884-01-01,26.224,1.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
421,1884-02-01,27.801,1.788,Abidjan,Côte D'Ivoire,5.63N,3.23W
422,1884-03-01,28.158,3.032,Abidjan,Côte D'Ivoire,5.63N,3.23W
423,1884-04-01,27.339,1.846,Abidjan,Côte D'Ivoire,5.63N,3.23W
424,1884-05-01,26.373,2.01,Abidjan,Côte D'Ivoire,5.63N,3.23W
425,1884-06-01,25.924,2.84,Abidjan,Côte D'Ivoire,5.63N,3.23W
426,1884-07-01,24.826,2.258,Abidjan,Côte D'Ivoire,5.63N,3.23W
427,1884-08-01,24.288,1.809,Abidjan,Côte D'Ivoire,5.63N,3.23W
428,1884-09-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
429,1884-10-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
430,1884-11-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
431,1884-12-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
432,1885-01-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
433,1885-02-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
434,1885-03-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
435,1885-04-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
436,1885-05-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
437,1885-06-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
438,1885-07-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
439,1885-08-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
440,1885-09-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
441,1885-10-01,,,Abidjan,Côte D'Ivoire,5.63N,3.23W
442,1885-11-01,25.78,1.069,Abidjan,Côte D'Ivoire,5.63N,3.23W
443,1885-12-01,26.357,1.226,Abidjan,Côte D'Ivoire,5.63N,3.23W
444,1886-01-01,26.07,1.175,Abidjan,Côte D'Ivoire,5.63N,3.23W
445,1886-02-01,26.912,1.051,Abidjan,Côte D'Ivoire,5.63N,3.23W
446,1886-03-01,28.423,2.9160000000000004,Abidjan,Côte D'Ivoire,5.63N,3.23W
447,1886-04-01,26.167,1.905,Abidjan,Côte D'Ivoire,5.63N,3.23W
448,1886-05-01,25.781,0.813,Abidjan,Côte D'Ivoire,5.63N,3.23W
449,1886-06-01,25.751,2.849,Abidjan,Côte D'Ivoire,5.63N,3.23W
450,1886-07-01,24.209,1.02,Abidjan,Côte D'Ivoire,5.63N,3.23W
451,1886-08-01,23.849,1.124,Abidjan,Côte D'Ivoire,5.63N,3.23W
452,1886-09-01,23.935,1.012,Abidjan,Côte D'Ivoire,5.63N,3.23W
453,1886-10-01,24.687,0.742,Abidjan,Côte D'Ivoire,5.63N,3.23W
454,1886-11-01,25.403,0.7929999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
455,1886-12-01,24.503,0.892,Abidjan,Côte D'Ivoire,5.63N,3.23W
456,1887-01-01,25.302,1.5730000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
457,1887-02-01,26.149,0.8590000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
458,1887-03-01,26.471,1.401,Abidjan,Côte D'Ivoire,5.63N,3.23W
459,1887-04-01,26.086,0.847,Abidjan,Côte D'Ivoire,5.63N,3.23W
460,1887-05-01,25.296,1.4469999999999998,Abidjan,Côte D'Ivoire,5.63N,3.23W
461,1887-06-01,23.929,0.823,Abidjan,Côte D'Ivoire,5.63N,3.23W
462,1887-07-01,23.235,0.6679999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
463,1887-08-01,22.528,0.836,Abidjan,Côte D'Ivoire,5.63N,3.23W
464,1887-09-01,24.302,1.776,Abidjan,Côte D'Ivoire,5.63N,3.23W
465,1887-10-01,24.828000000000003,1.189,Abidjan,Côte D'Ivoire,5.63N,3.23W
466,1887-11-01,25.286,0.645,Abidjan,Côte D'Ivoire,5.63N,3.23W
467,1887-12-01,25.529,0.778,Abidjan,Côte D'Ivoire,5.63N,3.23W
468,1888-01-01,25.134,1.845,Abidjan,Côte D'Ivoire,5.63N,3.23W
469,1888-02-01,26.14,1.766,Abidjan,Côte D'Ivoire,5.63N,3.23W
470,1888-03-01,26.983,1.332,Abidjan,Côte D'Ivoire,5.63N,3.23W
471,1888-04-01,26.605,1.105,Abidjan,Côte D'Ivoire,5.63N,3.23W
472,1888-05-01,25.537,1.105,Abidjan,Côte D'Ivoire,5.63N,3.23W
473,1888-06-01,24.592,1.082,Abidjan,Côte D'Ivoire,5.63N,3.23W
474,1888-07-01,22.682,1.0590000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
475,1888-08-01,22.486,1.219,Abidjan,Côte D'Ivoire,5.63N,3.23W
476,1888-09-01,23.577,1.006,Abidjan,Côte D'Ivoire,5.63N,3.23W
477,1888-10-01,24.41,1.032,Abidjan,Côte D'Ivoire,5.63N,3.23W
478,1888-11-01,25.711,1.121,Abidjan,Côte D'Ivoire,5.63N,3.23W
479,1888-12-01,25.497,0.944,Abidjan,Côte D'Ivoire,5.63N,3.23W
480,1889-01-01,24.959000000000003,1.3430000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
481,1889-02-01,26.799,1.3230000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
482,1889-03-01,27.75,0.945,Abidjan,Côte D'Ivoire,5.63N,3.23W
483,1889-04-01,27.395,1.639,Abidjan,Côte D'Ivoire,5.63N,3.23W
484,1889-05-01,25.527,0.984,Abidjan,Côte D'Ivoire,5.63N,3.23W
485,1889-06-01,24.518,0.631,Abidjan,Côte D'Ivoire,5.63N,3.23W
486,1889-07-01,23.51,1.24,Abidjan,Côte D'Ivoire,5.63N,3.23W
487,1889-08-01,22.819000000000003,1.25,Abidjan,Côte D'Ivoire,5.63N,3.23W
488,1889-09-01,22.915,1.123,Abidjan,Côte D'Ivoire,5.63N,3.23W
489,1889-10-01,24.195,1.253,Abidjan,Côte D'Ivoire,5.63N,3.23W
490,1889-11-01,25.635,0.901,Abidjan,Côte D'Ivoire,5.63N,3.23W
491,1889-12-01,25.439,1.099,Abidjan,Côte D'Ivoire,5.63N,3.23W
492,1890-01-01,25.965,2.0,Abidjan,Côte D'Ivoire,5.63N,3.23W
493,1890-02-01,26.912,1.273,Abidjan,Côte D'Ivoire,5.63N,3.23W
494,1890-03-01,26.442,2.005,Abidjan,Côte D'Ivoire,5.63N,3.23W
495,1890-04-01,25.69400000000001,1.622,Abidjan,Côte D'Ivoire,5.63N,3.23W
496,1890-05-01,25.011,1.659,Abidjan,Côte D'Ivoire,5.63N,3.23W
497,1890-06-01,23.592,1.102,Abidjan,Côte D'Ivoire,5.63N,3.23W
498,1890-07-01,23.748,1.228,Abidjan,Côte D'Ivoire,5.63N,3.23W
499,1890-08-01,22.363000000000003,0.942,Abidjan,Côte D'Ivoire,5.63N,3.23W
500,1890-09-01,23.548,0.807,Abidjan,Côte D'Ivoire,5.63N,3.23W
501,1890-10-01,24.762,0.794,Abidjan,Côte D'Ivoire,5.63N,3.23W
502,1890-11-01,24.997,0.841,Abidjan,Côte D'Ivoire,5.63N,3.23W
503,1890-12-01,25.256,1.293,Abidjan,Côte D'Ivoire,5.63N,3.23W
504,1891-01-01,25.886000000000006,1.172,Abidjan,Côte D'Ivoire,5.63N,3.23W
505,1891-02-01,26.65,0.736,Abidjan,Côte D'Ivoire,5.63N,3.23W
506,1891-03-01,27.067,0.787,Abidjan,Côte D'Ivoire,5.63N,3.23W
507,1891-04-01,26.379,0.774,Abidjan,Côte D'Ivoire,5.63N,3.23W
508,1891-05-01,25.591,0.868,Abidjan,Côte D'Ivoire,5.63N,3.23W
509,1891-06-01,24.434,0.622,Abidjan,Côte D'Ivoire,5.63N,3.23W
510,1891-07-01,22.63000000000001,0.905,Abidjan,Côte D'Ivoire,5.63N,3.23W
511,1891-08-01,22.377,0.715,Abidjan,Côte D'Ivoire,5.63N,3.23W
512,1891-09-01,23.607,0.727,Abidjan,Côte D'Ivoire,5.63N,3.23W
513,1891-10-01,24.791,0.617,Abidjan,Côte D'Ivoire,5.63N,3.23W
514,1891-11-01,25.742,1.013,Abidjan,Côte D'Ivoire,5.63N,3.23W
515,1891-12-01,26.155,0.774,Abidjan,Côte D'Ivoire,5.63N,3.23W
516,1892-01-01,26.481,1.239,Abidjan,Côte D'Ivoire,5.63N,3.23W
517,1892-02-01,27.043000000000003,0.989,Abidjan,Côte D'Ivoire,5.63N,3.23W
518,1892-03-01,27.124,1.121,Abidjan,Côte D'Ivoire,5.63N,3.23W
519,1892-04-01,26.19100000000001,0.799,Abidjan,Côte D'Ivoire,5.63N,3.23W
520,1892-05-01,24.826,1.074,Abidjan,Côte D'Ivoire,5.63N,3.23W
521,1892-06-01,24.297,0.713,Abidjan,Côte D'Ivoire,5.63N,3.23W
522,1892-07-01,23.203000000000007,1.155,Abidjan,Côte D'Ivoire,5.63N,3.23W
523,1892-08-01,22.488000000000003,0.67,Abidjan,Côte D'Ivoire,5.63N,3.23W
524,1892-09-01,23.833,0.562,Abidjan,Côte D'Ivoire,5.63N,3.23W
525,1892-10-01,24.544,0.7509999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
526,1892-11-01,25.802,0.872,Abidjan,Côte D'Ivoire,5.63N,3.23W
527,1892-12-01,26.175,0.975,Abidjan,Côte D'Ivoire,5.63N,3.23W
528,1893-01-01,25.592,1.42,Abidjan,Côte D'Ivoire,5.63N,3.23W
529,1893-02-01,26.671,0.985,Abidjan,Côte D'Ivoire,5.63N,3.23W
530,1893-03-01,26.593000000000004,0.965,Abidjan,Côte D'Ivoire,5.63N,3.23W
531,1893-04-01,25.506,0.954,Abidjan,Côte D'Ivoire,5.63N,3.23W
532,1893-05-01,25.79,0.816,Abidjan,Côte D'Ivoire,5.63N,3.23W
533,1893-06-01,24.717,0.648,Abidjan,Côte D'Ivoire,5.63N,3.23W
534,1893-07-01,24.099,0.536,Abidjan,Côte D'Ivoire,5.63N,3.23W
535,1893-08-01,23.639,0.523,Abidjan,Côte D'Ivoire,5.63N,3.23W
536,1893-09-01,24.161,0.727,Abidjan,Côte D'Ivoire,5.63N,3.23W
537,1893-10-01,24.886,0.897,Abidjan,Côte D'Ivoire,5.63N,3.23W
538,1893-11-01,26.498,0.7170000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
539,1893-12-01,25.819000000000003,0.618,Abidjan,Côte D'Ivoire,5.63N,3.23W
540,1894-01-01,25.997,0.769,Abidjan,Côte D'Ivoire,5.63N,3.23W
541,1894-02-01,26.68,0.851,Abidjan,Côte D'Ivoire,5.63N,3.23W
542,1894-03-01,26.866,0.883,Abidjan,Côte D'Ivoire,5.63N,3.23W
543,1894-04-01,25.937,0.698,Abidjan,Côte D'Ivoire,5.63N,3.23W
544,1894-05-01,25.631,0.7340000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
545,1894-06-01,24.226,0.835,Abidjan,Côte D'Ivoire,5.63N,3.23W
546,1894-07-01,23.53,0.583,Abidjan,Côte D'Ivoire,5.63N,3.23W
547,1894-08-01,22.75,1.461,Abidjan,Côte D'Ivoire,5.63N,3.23W
548,1894-09-01,23.415,0.848,Abidjan,Côte D'Ivoire,5.63N,3.23W
549,1894-10-01,24.501,0.737,Abidjan,Côte D'Ivoire,5.63N,3.23W
550,1894-11-01,25.657,1.097,Abidjan,Côte D'Ivoire,5.63N,3.23W
551,1894-12-01,25.296,1.127,Abidjan,Côte D'Ivoire,5.63N,3.23W
552,1895-01-01,25.462,1.556,Abidjan,Côte D'Ivoire,5.63N,3.23W
553,1895-02-01,26.447,1.3730000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
554,1895-03-01,26.816,0.77,Abidjan,Côte D'Ivoire,5.63N,3.23W
555,1895-04-01,26.698,2.285,Abidjan,Côte D'Ivoire,5.63N,3.23W
556,1895-05-01,26.461,1.25,Abidjan,Côte D'Ivoire,5.63N,3.23W
557,1895-06-01,24.287,0.71,Abidjan,Côte D'Ivoire,5.63N,3.23W
558,1895-07-01,23.94100000000001,1.051,Abidjan,Côte D'Ivoire,5.63N,3.23W
559,1895-08-01,23.168000000000003,0.815,Abidjan,Côte D'Ivoire,5.63N,3.23W
560,1895-09-01,24.198,0.841,Abidjan,Côte D'Ivoire,5.63N,3.23W
561,1895-10-01,24.878,1.922,Abidjan,Côte D'Ivoire,5.63N,3.23W
562,1895-11-01,25.973000000000003,2.077,Abidjan,Côte D'Ivoire,5.63N,3.23W
563,1895-12-01,26.125,2.002,Abidjan,Côte D'Ivoire,5.63N,3.23W
564,1896-01-01,26.059,1.843,Abidjan,Côte D'Ivoire,5.63N,3.23W
565,1896-02-01,27.611,0.958,Abidjan,Côte D'Ivoire,5.63N,3.23W
566,1896-03-01,26.907,1.042,Abidjan,Côte D'Ivoire,5.63N,3.23W
567,1896-04-01,26.635,1.2009999999999998,Abidjan,Côte D'Ivoire,5.63N,3.23W
568,1896-05-01,25.53,0.691,Abidjan,Côte D'Ivoire,5.63N,3.23W
569,1896-06-01,23.969,1.073,Abidjan,Côte D'Ivoire,5.63N,3.23W
570,1896-07-01,24.131,0.456,Abidjan,Côte D'Ivoire,5.63N,3.23W
571,1896-08-01,22.644,1.558,Abidjan,Côte D'Ivoire,5.63N,3.23W
572,1896-09-01,23.127,1.36,Abidjan,Côte D'Ivoire,5.63N,3.23W
573,1896-10-01,24.957,0.885,Abidjan,Côte D'Ivoire,5.63N,3.23W
574,1896-11-01,26.084,0.759,Abidjan,Côte D'Ivoire,5.63N,3.23W
575,1896-12-01,26.344,1.6030000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
576,1897-01-01,25.487,0.8390000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
577,1897-02-01,27.184,0.816,Abidjan,Côte D'Ivoire,5.63N,3.23W
578,1897-03-01,28.134,0.626,Abidjan,Côte D'Ivoire,5.63N,3.23W
579,1897-04-01,26.727,1.461,Abidjan,Côte D'Ivoire,5.63N,3.23W
580,1897-05-01,26.046,0.884,Abidjan,Côte D'Ivoire,5.63N,3.23W
581,1897-06-01,25.056,0.8740000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
582,1897-07-01,24.357000000000006,0.838,Abidjan,Côte D'Ivoire,5.63N,3.23W
583,1897-08-01,23.716,1.126,Abidjan,Côte D'Ivoire,5.63N,3.23W
584,1897-09-01,24.2,1.119,Abidjan,Côte D'Ivoire,5.63N,3.23W
585,1897-10-01,25.167,0.878,Abidjan,Côte D'Ivoire,5.63N,3.23W
586,1897-11-01,25.887,0.986,Abidjan,Côte D'Ivoire,5.63N,3.23W
587,1897-12-01,25.745,0.821,Abidjan,Côte D'Ivoire,5.63N,3.23W
588,1898-01-01,26.134,1.107,Abidjan,Côte D'Ivoire,5.63N,3.23W
589,1898-02-01,26.518,0.778,Abidjan,Côte D'Ivoire,5.63N,3.23W
590,1898-03-01,27.15,0.858,Abidjan,Côte D'Ivoire,5.63N,3.23W
591,1898-04-01,26.391,0.746,Abidjan,Côte D'Ivoire,5.63N,3.23W
592,1898-05-01,26.168000000000003,0.835,Abidjan,Côte D'Ivoire,5.63N,3.23W
593,1898-06-01,24.249,0.5529999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
594,1898-07-01,23.678,0.5920000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
595,1898-08-01,23.644,2.0780000000000003,Abidjan,Côte D'Ivoire,5.63N,3.23W
596,1898-09-01,24.396,1.3730000000000002,Abidjan,Côte D'Ivoire,5.63N,3.23W
597,1898-10-01,25.125,1.264,Abidjan,Côte D'Ivoire,5.63N,3.23W
598,1898-11-01,26.202,0.682,Abidjan,Côte D'Ivoire,5.63N,3.23W
599,1898-12-01,26.0,1.216,Abidjan,Côte D'Ivoire,5.63N,3.23W
600,1899-01-01,25.301,1.3159999999999998,Abidjan,Côte D'Ivoire,5.63N,3.23W
601,1899-02-01,27.05,1.09,Abidjan,Côte D'Ivoire,5.63N,3.23W
602,1899-03-01,27.786,0.795,Abidjan,Côte D'Ivoire,5.63N,3.23W
603,1899-04-01,28.094,1.481,Abidjan,Côte D'Ivoire,5.63N,3.23W
604,1899-05-01,27.536,1.719,Abidjan,Côte D'Ivoire,5.63N,3.23W
605,1899-06-01,26.225,1.28,Abidjan,Côte D'Ivoire,5.63N,3.23W
606,1899-07-01,25.698,0.8220000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
607,1899-08-01,25.282,1.038,Abidjan,Côte D'Ivoire,5.63N,3.23W
608,1899-09-01,25.173,0.919,Abidjan,Côte D'Ivoire,5.63N,3.23W
609,1899-10-01,25.483,0.7190000000000001,Abidjan,Côte D'Ivoire,5.63N,3.23W
610,1899-11-01,27.177,0.664,Abidjan,Côte D'Ivoire,5.63N,3.23W
611,1899-12-01,26.759,0.78,Abidjan,Côte D'Ivoire,5.63N,3.23W
612,1900-01-01,25.696,1.3259999999999998,Abidjan,Côte D'Ivoire,5.63N,3.23W
613,1900-02-01,27.816,0.789,Abidjan,Côte D'Ivoire,5.63N,3.23W
614,1900-03-01,28.395,1.296,Abidjan,Côte D'Ivoire,5.63N,3.23W
615,1900-04-01,27.706,0.501,Abidjan,Côte D'Ivoire,5.63N,3.23W
616,1900-05-01,26.753,0.458,Abidjan,Côte D'Ivoire,5.63N,3.23W
617,1900-06-01,25.18,0.733,Abidjan,Côte D'Ivoire,5.63N,3.23W
618,1900-07-01,24.192,0.828,Abidjan,Côte D'Ivoire,5.63N,3.23W
619,1900-08-01,23.473000000000003,1.209,Abidjan,Côte D'Ivoire,5.63N,3.23W
620,1900-09-01,25.127,0.6579999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
621,1900-10-01,25.962,0.564,Abidjan,Côte D'Ivoire,5.63N,3.23W
622,1900-11-01,26.663,1.147,Abidjan,Côte D'Ivoire,5.63N,3.23W
623,1900-12-01,26.459,0.918,Abidjan,Côte D'Ivoire,5.63N,3.23W
624,1901-01-01,25.915000000000006,0.7859999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
625,1901-02-01,27.913,0.772,Abidjan,Côte D'Ivoire,5.63N,3.23W
626,1901-03-01,27.512,1.178,Abidjan,Côte D'Ivoire,5.63N,3.23W
627,1901-04-01,26.816,1.27,Abidjan,Côte D'Ivoire,5.63N,3.23W
628,1901-05-01,25.837,0.77,Abidjan,Côte D'Ivoire,5.63N,3.23W
629,1901-06-01,25.195,0.536,Abidjan,Côte D'Ivoire,5.63N,3.23W
630,1901-07-01,24.303,0.723,Abidjan,Côte D'Ivoire,5.63N,3.23W
631,1901-08-01,24.152,0.883,Abidjan,Côte D'Ivoire,5.63N,3.23W
632,1901-09-01,25.039,0.6779999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
633,1901-10-01,25.678,1.185,Abidjan,Côte D'Ivoire,5.63N,3.23W
634,1901-11-01,26.087,0.939,Abidjan,Côte D'Ivoire,5.63N,3.23W
635,1901-12-01,26.572,0.542,Abidjan,Côte D'Ivoire,5.63N,3.23W
636,1902-01-01,26.556,0.96,Abidjan,Côte D'Ivoire,5.63N,3.23W
637,1902-02-01,27.37,0.964,Abidjan,Côte D'Ivoire,5.63N,3.23W
638,1902-03-01,27.822,0.586,Abidjan,Côte D'Ivoire,5.63N,3.23W
639,1902-04-01,26.625,1.26,Abidjan,Côte D'Ivoire,5.63N,3.23W
640,1902-05-01,26.533,0.6709999999999999,Abidjan,Côte D'Ivoire,5.63N,3.23W
641,1902-06-01,25.186,1.568,Abidjan,Côte D'Ivoire,5.63N,3.23W
642,1902-07-01,23.586,0.966,Abidjan,Côte D'Ivoire,5.63N,3.23W
643,1902-08-01,23.464,0.612,Abidjan,Côte D'Ivoire,5.63N,3.23W
644,1902-09-01,24.307,0.586,Abidjan,Côte D'Ivoire,5.63N,3.23W
645,1902-10-01,24.59,0.685,Abidjan,Côte D'Ivoire,5.63N,3.23W
646,1902-11-01,25.889,0.933,Abidjan,Côte D'Ivoire,5.63N,3.23W
647,1902-12-01,25.145,0.889,Abidjan,Côte D'Ivoire,5.63N,3.23W
648,1903-01-01,26.09800000000001,1.379,Abidjan,Côte D'Ivoire,5.63N,3.23W
